GENE_ID,HIGH,LOW,MODERATE,MODIFIER,MODERATE_ratio_control,HIGH_ratio_control,LOW_ratio_control,MODIFIER_ratio_control
ENSG00000137100,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000137106,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000137154,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000137200,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000137221,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000137261,0,0,10,0,1.0,0.0,0.0,0.0
ENSG00000137270,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000137285,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000137392,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000137404,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000137441,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000137460,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000137478,0,6,0,0,0.0,0.0,1.0,0.0
ENSG00000137513,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000137573,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000137574,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000137634,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000137672,0,0,4,7,0.36,0.0,0.0,0.64
ENSG00000137700,0,0,0,30,0.0,0.0,0.0,1.0
ENSG00000137707,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000137726,0,3,0,14,0.0,0.0,0.18,0.82
ENSG00000137731,0,4,0,12,0.0,0.0,0.25,0.75
ENSG00000137764,0,7,0,8,0.0,0.0,0.47,0.53
ENSG00000137831,0,0,4,5,0.44,0.0,0.0,0.56
ENSG00000137842,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000137845,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000137868,0,0,1,6,0.14,0.0,0.0,0.86
ENSG00000137871,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000137947,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000137959,0,2,0,8,0.0,0.0,0.2,0.8
ENSG00000137962,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000137968,0,9,0,0,0.0,0.0,1.0,0.0
ENSG00000137992,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000138029,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000138035,0,2,4,2,0.5,0.0,0.25,0.25
ENSG00000138039,3,0,0,9,0.0,0.25,0.0,0.75
ENSG00000138050,0,3,0,5,0.0,0.0,0.38,0.62
ENSG00000138068,0,2,0,5,0.0,0.0,0.29,0.71
ENSG00000138075,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000138081,0,4,6,6,0.38,0.0,0.25,0.38
ENSG00000138100,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000138131,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000138135,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000138136,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000138138,5,0,0,0,0.0,1.0,0.0,0.0
ENSG00000138160,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000138180,3,0,0,0,0.0,1.0,0.0,0.0
ENSG00000138190,8,0,0,0,0.0,1.0,0.0,0.0
ENSG00000138207,3,0,0,0,0.0,1.0,0.0,0.0
ENSG00000138303,0,0,4,5,0.44,0.0,0.0,0.56
ENSG00000138346,0,0,4,6,0.4,0.0,0.0,0.6
ENSG00000138347,0,0,3,1,0.75,0.0,0.0,0.25
ENSG00000138363,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000138381,0,2,0,7,0.0,0.0,0.22,0.78
ENSG00000138386,0,0,6,8,0.43,0.0,0.0,0.57
ENSG00000138400,0,0,3,3,0.5,0.0,0.0,0.5
ENSG00000138483,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000138496,0,0,5,25,0.17,0.0,0.0,0.83
ENSG00000138594,0,4,0,1,0.0,0.0,0.8,0.2
ENSG00000138615,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000138621,0,0,5,13,0.28,0.0,0.0,0.72
ENSG00000138629,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000138639,0,7,0,2,0.0,0.0,0.78,0.22
ENSG00000138640,0,0,7,22,0.24,0.0,0.0,0.76
ENSG00000138650,0,3,1,4,0.12,0.0,0.38,0.5
ENSG00000138669,0,0,4,16,0.2,0.0,0.0,0.8
ENSG00000138674,0,0,0,30,0.0,0.0,0.0,1.0
ENSG00000138685,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000138772,0,0,6,8,0.43,0.0,0.0,0.57
ENSG00000138780,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000138792,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000138798,0,10,3,12,0.12,0.0,0.4,0.48
ENSG00000138829,0,4,3,1,0.38,0.0,0.5,0.12
ENSG00000138835,0,0,3,3,0.5,0.0,0.0,0.5
ENSG00000138944,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000139133,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000139151,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000139154,0,2,2,6,0.2,0.0,0.2,0.6
ENSG00000139163,0,0,3,1,0.75,0.0,0.0,0.25
ENSG00000139168,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000139173,0,2,0,4,0.0,0.0,0.33,0.67
ENSG00000139178,1,2,2,23,0.07,0.04,0.07,0.82
ENSG00000139187,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000139209,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000139219,0,5,0,13,0.0,0.0,0.28,0.72
ENSG00000139352,0,1,1,1,0.33,0.0,0.33,0.33
ENSG00000139370,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000139410,0,3,4,3,0.4,0.0,0.3,0.3
ENSG00000139546,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000139574,1,0,0,1,0.0,0.5,0.0,0.5
ENSG00000139597,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000139648,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000139668,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000139679,0,0,2,3,0.4,0.0,0.0,0.6
ENSG00000139697,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000139719,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000139734,0,6,0,2,0.0,0.0,0.75,0.25
ENSG00000139780,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000139800,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000139874,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000139914,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000139926,0,0,4,8,0.33,0.0,0.0,0.67
ENSG00000139946,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000139970,1,0,1,0,0.5,0.5,0.0,0.0
ENSG00000139971,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000139977,0,1,0,3,0.0,0.0,0.25,0.75
ENSG00000139998,0,2,0,8,0.0,0.0,0.2,0.8
ENSG00000140015,0,2,6,3,0.55,0.0,0.18,0.27
ENSG00000140104,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000140105,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000140107,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000140157,0,0,5,0,1.0,0.0,0.0,0.0
ENSG00000140259,1,1,0,3,0.0,0.2,0.2,0.6
ENSG00000140284,0,3,5,2,0.5,0.0,0.3,0.2
ENSG00000140287,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000140368,0,0,0,17,0.0,0.0,0.0,1.0
ENSG00000140450,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000140451,0,3,0,6,0.0,0.0,0.33,0.67
ENSG00000140464,0,0,9,12,0.43,0.0,0.0,0.57
ENSG00000140465,0,4,0,4,0.0,0.0,0.5,0.5
ENSG00000140470,0,0,2,4,0.33,0.0,0.0,0.67
ENSG00000140478,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000140505,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000140511,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000140526,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000140564,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000140600,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000140743,0,1,0,5,0.0,0.0,0.17,0.83
ENSG00000140937,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000141084,0,6,0,5,0.0,0.0,0.55,0.45
ENSG00000141141,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000141200,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000141349,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000141371,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000141404,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000141434,0,3,2,5,0.2,0.0,0.3,0.5
ENSG00000141437,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000141446,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000141447,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000141452,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000141480,0,0,8,51,0.14,0.0,0.0,0.86
ENSG00000141504,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000141543,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000141562,0,10,0,31,0.0,0.0,0.24,0.76
ENSG00000141576,0,3,0,2,0.0,0.0,0.6,0.4
ENSG00000141655,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000141699,0,3,0,8,0.0,0.0,0.27,0.73
ENSG00000141738,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000141741,0,2,0,10,0.0,0.0,0.17,0.83
ENSG00000141854,0,0,6,2,0.75,0.0,0.0,0.25
ENSG00000141858,0,2,0,1,0.0,0.0,0.67,0.33
ENSG00000141968,0,5,0,7,0.0,0.0,0.42,0.58
ENSG00000142082,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000142149,0,1,2,3,0.33,0.0,0.17,0.5
ENSG00000142168,0,0,2,6,0.25,0.0,0.0,0.75
ENSG00000142182,0,3,3,2,0.38,0.0,0.38,0.25
ENSG00000142224,0,0,4,2,0.67,0.0,0.0,0.33
ENSG00000142227,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000142230,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000142327,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000142528,0,0,4,5,0.44,0.0,0.0,0.56
ENSG00000142549,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000142552,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000142583,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000142632,0,0,2,10,0.17,0.0,0.0,0.83
ENSG00000142684,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000142698,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000142700,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000142794,0,5,5,5,0.33,0.0,0.33,0.33
ENSG00000142920,0,6,0,39,0.0,0.0,0.13,0.87
ENSG00000143033,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000143036,0,0,6,3,0.67,0.0,0.0,0.33
ENSG00000143119,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000143158,0,3,0,0,0.0,0.0,1.0,0.0
ENSG00000143178,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143344,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000143355,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000143384,0,1,0,2,0.0,0.0,0.33,0.67
ENSG00000143387,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143390,0,0,0,22,0.0,0.0,0.0,1.0
ENSG00000143393,0,3,0,6,0.0,0.0,0.33,0.67
ENSG00000143416,0,15,0,5,0.0,0.0,0.75,0.25
ENSG00000143437,0,0,5,9,0.36,0.0,0.0,0.64
ENSG00000143452,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000143457,0,0,4,6,0.4,0.0,0.0,0.6
ENSG00000143466,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000143473,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000143479,0,4,3,4,0.27,0.0,0.36,0.36
ENSG00000143486,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000143570,0,0,8,3,0.73,0.0,0.0,0.27
ENSG00000143578,0,10,0,18,0.0,0.0,0.36,0.64
ENSG00000143612,0,0,0,17,0.0,0.0,0.0,1.0
ENSG00000143627,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000143630,0,0,1,3,0.25,0.0,0.0,0.75
ENSG00000143653,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000143669,0,0,4,5,0.44,0.0,0.0,0.56
ENSG00000143674,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000143748,0,0,6,19,0.24,0.0,0.0,0.76
ENSG00000143753,0,0,5,5,0.5,0.0,0.0,0.5
ENSG00000143756,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000143768,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143772,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000143797,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000143801,0,0,7,3,0.7,0.0,0.0,0.3
ENSG00000143842,0,0,1,9,0.1,0.0,0.0,0.9
ENSG00000143869,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000143919,0,1,0,5,0.0,0.0,0.17,0.83
ENSG00000143952,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000144031,0,4,0,3,0.0,0.0,0.57,0.43
ENSG00000144035,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000144036,0,4,1,6,0.09,0.0,0.36,0.55
ENSG00000144120,0,0,5,1,0.83,0.0,0.0,0.17
ENSG00000144134,0,12,0,22,0.0,0.0,0.35,0.65
ENSG00000144214,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000144320,0,0,4,9,0.31,0.0,0.0,0.69
ENSG00000144339,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000144407,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000144445,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000144481,3,2,0,8,0.0,0.23,0.15,0.62
ENSG00000144524,0,8,8,14,0.27,0.0,0.27,0.47
ENSG00000144591,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000144635,0,0,3,4,0.43,0.0,0.0,0.57
ENSG00000144642,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000144648,0,0,4,6,0.4,0.0,0.0,0.6
ENSG00000144744,0,0,4,14,0.22,0.0,0.0,0.78
ENSG00000144746,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000144837,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000144852,0,2,3,5,0.3,0.0,0.2,0.5
ENSG00000144857,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000144868,0,0,6,14,0.3,0.0,0.0,0.7
ENSG00000144962,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000145016,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000145041,0,3,0,3,0.0,0.0,0.5,0.5
ENSG00000145192,0,2,0,4,0.0,0.0,0.33,0.67
ENSG00000145246,0,0,2,5,0.29,0.0,0.0,0.71
ENSG00000145248,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000145331,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000145335,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000145337,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000145390,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000145416,0,0,4,8,0.33,0.0,0.0,0.67
ENSG00000145495,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000145604,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000145725,0,4,0,5,0.0,0.0,0.44,0.56
ENSG00000145730,0,0,7,3,0.7,0.0,0.0,0.3
ENSG00000145819,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000145826,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000145850,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000145861,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000145863,0,0,5,4,0.56,0.0,0.0,0.44
ENSG00000145901,0,0,11,2,0.85,0.0,0.0,0.15
ENSG00000145911,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000145936,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000145979,0,0,12,9,0.57,0.0,0.0,0.43
ENSG00000146007,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000146054,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000146066,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000146070,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000146112,0,2,2,8,0.17,0.0,0.17,0.67
ENSG00000146151,0,0,1,8,0.11,0.0,0.0,0.89
ENSG00000146192,0,0,1,9,0.1,0.0,0.0,0.9
ENSG00000146232,1,0,0,3,0.0,0.25,0.0,0.75
ENSG00000146278,0,0,1,2,0.33,0.0,0.0,0.67
ENSG00000146352,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000146399,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000146410,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000146463,0,0,3,0,1.0,0.0,0.0,0.0
ENSG00000146576,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000146587,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000146674,6,2,0,9,0.0,0.35,0.12,0.53
ENSG00000146678,1,0,2,0,0.67,0.33,0.0,0.0
ENSG00000146700,2,0,0,0,0.0,1.0,0.0,0.0
ENSG00000146701,8,0,0,0,0.0,1.0,0.0,0.0
ENSG00000146707,5,0,1,9,0.07,0.33,0.0,0.6
ENSG00000146733,0,0,4,7,0.36,0.0,0.0,0.64
ENSG00000146833,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000146858,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000146859,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000146909,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000146938,0,5,0,0,0.0,0.0,1.0,0.0
ENSG00000146950,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000146955,0,3,0,1,0.0,0.0,0.75,0.25
ENSG00000147010,0,0,5,0,1.0,0.0,0.0,0.0
ENSG00000147050,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000147081,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000147082,0,0,4,3,0.57,0.0,0.0,0.43
ENSG00000147099,0,0,0,19,0.0,0.0,0.0,1.0
ENSG00000147130,5,0,5,10,0.25,0.25,0.0,0.5
ENSG00000147138,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000147140,0,6,0,9,0.0,0.0,0.4,0.6
ENSG00000147316,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000147324,0,2,0,0,0.0,0.0,1.0,0.0
ENSG00000147381,0,7,0,8,0.0,0.0,0.47,0.53
ENSG00000147383,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000147400,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000147402,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000147434,2,0,0,2,0.0,0.5,0.0,0.5
ENSG00000147475,0,0,3,7,0.3,0.0,0.0,0.7
ENSG00000147488,0,0,1,4,0.2,0.0,0.0,0.8
ENSG00000147536,0,5,0,28,0.0,0.0,0.15,0.85
ENSG00000147571,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000147601,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000147613,0,0,2,7,0.22,0.0,0.0,0.78
ENSG00000147655,0,0,6,2,0.75,0.0,0.0,0.25
ENSG00000147677,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000147687,0,0,0,36,0.0,0.0,0.0,1.0
ENSG00000147689,0,0,6,11,0.35,0.0,0.0,0.65
ENSG00000147852,0,3,0,1,0.0,0.0,0.75,0.25
ENSG00000147853,0,0,1,5,0.17,0.0,0.0,0.83
ENSG00000147894,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000147926,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000148053,0,0,6,0,1.0,0.0,0.0,0.0
ENSG00000148156,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000148180,0,11,0,4,0.0,0.0,0.73,0.27
ENSG00000148303,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000148341,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000148399,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000148429,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000148459,0,1,3,0,0.75,0.0,0.25,0.0
ENSG00000148498,0,8,0,11,0.0,0.0,0.42,0.58
ENSG00000148584,0,0,1,8,0.11,0.0,0.0,0.89
ENSG00000148655,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000148660,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000148677,1,0,0,0,0.0,1.0,0.0,0.0
ENSG00000148688,10,0,4,15,0.14,0.34,0.0,0.52
ENSG00000148690,9,0,0,0,0.0,1.0,0.0,0.0
ENSG00000148734,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000148798,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000148841,0,0,3,1,0.75,0.0,0.0,0.25
ENSG00000148908,0,3,0,2,0.0,0.0,0.6,0.4
ENSG00000148935,0,0,3,2,0.6,0.0,0.0,0.4
ENSG00000148942,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000148948,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000149043,0,2,7,39,0.15,0.0,0.04,0.81
ENSG00000149090,0,0,11,2,0.85,0.0,0.0,0.15
ENSG00000149124,0,0,7,1,0.88,0.0,0.0,0.12
ENSG00000149201,0,0,4,2,0.67,0.0,0.0,0.33
ENSG00000149212,0,0,4,2,0.67,0.0,0.0,0.33
ENSG00000149257,0,13,0,1,0.0,0.0,0.93,0.07
ENSG00000149418,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000149474,0,3,0,0,0.0,0.0,1.0,0.0
ENSG00000149483,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000149489,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000149503,0,3,2,2,0.29,0.0,0.43,0.29
ENSG00000149541,0,0,3,9,0.25,0.0,0.0,0.75
ENSG00000149573,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000149575,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000149577,0,3,5,25,0.15,0.0,0.09,0.76
ENSG00000149582,0,0,0,92,0.0,0.0,0.0,1.0
ENSG00000149654,0,4,0,1,0.0,0.0,0.8,0.2
ENSG00000149716,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000149809,0,0,0,22,0.0,0.0,0.0,1.0
ENSG00000149823,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000149932,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000150054,0,6,0,3,0.0,0.0,0.67,0.33
ENSG00000150269,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000150347,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000150394,0,6,3,2,0.27,0.0,0.55,0.18
ENSG00000150403,0,3,0,6,0.0,0.0,0.33,0.67
ENSG00000150433,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000150594,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000150667,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000150722,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000150756,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000150764,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000150773,0,0,7,1,0.88,0.0,0.0,0.12
ENSG00000150776,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000150783,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000150867,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000150961,0,0,5,4,0.56,0.0,0.0,0.44
ENSG00000150977,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000150991,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000151023,0,2,0,2,0.0,0.0,0.5,0.5
ENSG00000151065,0,2,0,4,0.0,0.0,0.33,0.67
ENSG00000151092,0,4,0,18,0.0,0.0,0.18,0.82
ENSG00000151117,1,0,0,4,0.0,0.2,0.0,0.8
ENSG00000151136,0,7,0,2,0.0,0.0,0.78,0.22
ENSG00000151360,0,1,1,0,0.5,0.0,0.5,0.0
ENSG00000151376,0,0,4,2,0.67,0.0,0.0,0.33
ENSG00000151388,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000151445,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000151553,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000151572,0,0,4,1,0.8,0.0,0.0,0.2
ENSG00000151623,0,4,0,4,0.0,0.0,0.5,0.5
ENSG00000151632,0,4,0,3,0.0,0.0,0.57,0.43
ENSG00000151665,0,0,3,3,0.5,0.0,0.0,0.5
ENSG00000151690,0,0,4,8,0.33,0.0,0.0,0.67
ENSG00000151704,0,1,0,6,0.0,0.0,0.14,0.86
ENSG00000151773,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000151849,0,0,2,1,0.67,0.0,0.0,0.33
ENSG00000151881,0,4,4,6,0.29,0.0,0.29,0.43
ENSG00000151917,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000151923,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000151929,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000151952,0,2,1,0,0.33,0.0,0.67,0.0
ENSG00000152104,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000152256,0,5,4,22,0.13,0.0,0.16,0.71
ENSG00000152270,0,0,2,0,1.0,0.0,0.0,0.0
ENSG00000152413,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000152454,0,1,0,1,0.0,0.0,0.5,0.5
ENSG00000152457,0,0,0,26,0.0,0.0,0.0,1.0
ENSG00000152518,0,0,1,0,1.0,0.0,0.0,0.0
ENSG00000152595,0,0,6,3,0.67,0.0,0.0,0.33
ENSG00000152760,0,0,2,2,0.5,0.0,0.0,0.5
ENSG00000152763,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000152766,2,0,0,0,0.0,1.0,0.0,0.0
ENSG00000152779,3,0,2,0,0.4,0.6,0.0,0.0
ENSG00000152804,4,0,0,0,0.0,1.0,0.0,0.0
ENSG00000152822,0,0,2,4,0.33,0.0,0.0,0.67
ENSG00000152939,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000153066,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000153094,0,0,0,17,0.0,0.0,0.0,1.0
ENSG00000153207,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000153233,0,1,0,0,0.0,0.0,1.0,0.0
ENSG00000153246,2,0,0,0,0.0,1.0,0.0,0.0
ENSG00000153283,0,0,5,10,0.33,0.0,0.0,0.67
ENSG00000153495,0,1,0,3,0.0,0.0,0.25,0.75
ENSG00000153551,0,0,4,0,1.0,0.0,0.0,0.0
ENSG00000153560,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000153714,0,0,1,1,0.5,0.0,0.0,0.5
ENSG00000153721,0,0,0,9,0.0,0.0,0.0,1.0
